Query	Subject	Evalue	PID	Subject_Pid	Coverage	Query_coverage
NODE_63_length_24989_cov_17.225112_19	COG1499	3.98e-61	0.3419	0.338	0.9887	1.026
NODE_73_length_23363_cov_83.367216_9	COG3104	3.7e-25	0.2257	0.2008	0.8896	0.9172
NODE_76_length_22892_cov_94.898269_6	COG0305	8.07e-178	0.5011	0.5103	1.018	0.8686
NODE_80_length_21122_cov_73.829936_13	COG1682	1.02e-36	0.2901	0.289	0.9962	0.9632
NODE_87_length_19394_cov_15.324377_5	COG0460	1.62e-121	0.4112	0.4174	1.015	1.015
NODE_98_length_17144_cov_108.543857_10	COG0207	2.26e-170	0.7068	0.7015	0.9925	1.004
NODE_153_length_9822_cov_8.091534_5	COG1208	1.1e-11	0.2158	0.1145	0.5307	0.3506
NODE_167_length_8185_cov_101.298347_1	COG1619	1.67e-75	0.3529	0.345	0.9776	1.03
NODE_205_length_5917_cov_52.066781_1	COG2274	6.95e-29	0.3333	0.0677	0.2031	0.9412
NODE_606_length_473_cov_3.108586_1	COG0488	6.76e-29	0.4744	0.06981	0.1472	0.527
NODE_2_length_162612_cov_78.117187_142	COG0784	3.85e-22	0.3053	0.3077	1.008	0.8912
NODE_2_length_162612_cov_78.117187_143	COG3920	1.33e-69	0.385	0.3937	1.023	0.444
NODE_3_length_156794_cov_85.676493_20	COG2099	1.04e-75	0.358	0.358	1	0.9961
NODE_3_length_156794_cov_85.676493_93	COG2082	1.39e-72	0.4146	0.4048	0.9762	0.9318
NODE_4_length_156707_cov_15.332159_25	COG1781	2.05e-56	0.4718	0.4379	0.9281	0.8987
NODE_5_length_138743_cov_15.678321_58	COG2083	1.24e-25	0.3308	0.3143	0.95	0.9925
NODE_6_length_125980_cov_87.281550_51	COG1838	1.48e-33	0.3448	0.3261	0.9457	1.061
NODE_6_length_125980_cov_87.281550_87	COG1131	6.41e-113	0.4137	0.4334	1.048	0.9777
NODE_6_length_125980_cov_87.281550_99	COG1417	9.22e-22	0.3125	0.1389	0.4444	1
NODE_7_length_116193_cov_15.825812_14	COG0612	4.17e-83	0.3173	0.3014	0.9498	0.9858
NODE_7_length_116193_cov_15.825812_34	COG0180	1.95e-101	0.3446	0.3567	1.035	0.8621
NODE_8_length_112668_cov_91.537734_66	COG1950	1.41e-14	0.3044	0.2917	0.9583	0.1711
NODE_8_length_112668_cov_91.537734_68	COG4022	6.58e-107	0.4877	0.486	0.9965	1.018
NODE_10_length_107865_cov_90.702212_34	COG2239	1.98e-67	0.435	0.2373	0.5455	0.5971
NODE_10_length_107865_cov_90.702212_92	COG3189	3.22e-53	0.5766	0.547	0.9487	0.9569
NODE_12_length_102272_cov_16.001243_8	COG1109	4.71e-143	0.3939	0.3922	0.9957	1
NODE_12_length_102272_cov_16.001243_64	COG2263	3.38e-76	0.5213	0.495	0.9495	0.9495
NODE_13_length_68512_cov_85.489369_22	COG1365	2.67e-73	0.403	0.4235	1.051	0.7342
NODE_16_length_61116_cov_84.262029_28	COG3263	3.75e-117	0.4467	0.2996	0.6707	0.9649
NODE_23_length_45256_cov_14.588791_41	COG0475	9.93e-51	0.3034	0.2897	0.9547	0.6614
NODE_26_length_43493_cov_69.576032_45	COG1994	2.72e-40	0.3478	0.3478	1	0.6516
NODE_29_length_39564_cov_89.439512_15	COG1013	3.57e-115	0.3926	0.398	1.014	1.031
NODE_33_length_36654_cov_88.376657_9	COG0353	4.64e-89	0.4619	0.4596	0.9949	0.961
NODE_39_length_31805_cov_92.274300_4	COG3586	1.47e-32	0.51	0.505	0.9901	0.3268
NODE_40_length_31484_cov_80.441940_33	COG1581	9.32e-41	0.6556	0.6484	0.989	0.989
NODE_44_length_30134_cov_98.500615_4	COG1120	9.62e-71	0.3389	0.314	0.9264	1.013
NODE_45_length_29892_cov_79.173470_1	COG0564	2.6e-60	0.3456	0.2595	0.7509	0.9518
NODE_63_length_24989_cov_17.225112_17	COG1838	5.29e-65	0.4199	0.413	0.9837	0.9731
NODE_68_length_24288_cov_91.633266_6	COG0042	6.22e-110	0.4056	0.4056	1	0.9444
NODE_88_length_18877_cov_14.061383_14	COG3959	1.79e-80	0.4362	0.4362	1	0.8934
NODE_93_length_18093_cov_92.739842_1	COG0544	1.63e-30	0.243	0.2562	1.054	1.038
NODE_108_length_15443_cov_80.435312_10	COG0507	7.05e-26	0.2168	0.1408	0.6494	0.9358
NODE_115_length_15064_cov_86.557283_13	COG1629	6.5e-18	0.1573	0.1419	0.9023	0.9416
NODE_117_length_14156_cov_88.379643_7	COG0776	2.1e-19	0.3735	0.3298	0.883	0.8646
NODE_119_length_13810_cov_81.299643_13	COG0621	1.32e-136	0.3388	0.3318	0.9794	0.9862
NODE_142_length_10700_cov_74.727761_3	COG4760	4.8e-52	0.4286	0.3587	0.837	0.9429
NODE_406_length_1435_cov_100.998527_1	COG0191	8.08e-131	0.4554	0.5175	1.136	0.976
NODE_1_length_174676_cov_75.610868_18	COG3269	6.23e-25	0.5588	0.5205	0.9315	0.9189
NODE_2_length_162612_cov_78.117187_152	COG1549	1.66e-19	0.2857	0.1156	0.4046	0.8607
NODE_3_length_156794_cov_85.676493_17	COG0456	1.87e-22	0.2994	0.2655	0.887	1.068
NODE_3_length_156794_cov_85.676493_100	COG1985	3.84e-81	0.4682	0.4725	1.009	1
NODE_5_length_138743_cov_15.678321_64	COG0099	2.94e-38	0.3617	0.4215	1.165	0.8924
NODE_5_length_138743_cov_15.678321_71	COG1964	0	0.4128	0.4484	1.086	0.9538
NODE_5_length_138743_cov_15.678321_108	COG4057	1.3e-138	0.5938	0.5914	0.9961	0.9922
NODE_7_length_116193_cov_15.825812_13	COG0680	1.95e-18	0.2715	0.2562	0.9437	0.9207
NODE_7_length_116193_cov_15.825812_42	COG0200	1.24e-18	0.3028	0.2829	0.9342	1.06
NODE_7_length_116193_cov_15.825812_124	COG0468	3.14e-97	0.3069	0.3047	0.9928	0.8822
NODE_10_length_107865_cov_90.702212_29	COG0030	3.9e-86	0.3977	0.4054	1.019	0.9429
NODE_11_length_105680_cov_79.303012_32	COG2118	6.64e-22	0.4825	0.4741	0.9828	0.9828
NODE_12_length_102272_cov_16.001243_96	COG0125	1.52e-69	0.4854	0.4808	0.9904	1.04
NODE_14_length_68432_cov_66.540765_49	COG1035	4.05e-45	0.2588	0.1988	0.7681	0.6189
NODE_15_length_61306_cov_84.763935_60	COG0016	1.01e-121	0.3734	0.4448	1.191	0.7839
NODE_17_length_60787_cov_93.076972_35	COG1115	1.79e-167	0.4437	0.4535	1.022	1
NODE_20_length_53612_cov_15.351191_39	COG0183	1.23e-92	0.3813	0.3852	1.01	1.021
NODE_21_length_49183_cov_77.902150_14	COG3579	3.21e-11	0.2133	0.1374	0.6441	0.7168
NODE_23_length_45256_cov_14.588791_3	COG0599	5.16e-15	0.2842	0.2177	0.7661	0.7422
NODE_24_length_43940_cov_88.632788_5	COG0859	3.61e-21	0.221	0.1826	0.8263	0.7562
NODE_24_length_43940_cov_88.632788_33	COG3758	3.47e-23	0.2518	0.1762	0.6995	0.7031
NODE_27_length_41000_cov_82.492266_35	COG0018	3.65e-180	0.3302	0.3605	1.092	1.026
NODE_35_length_35877_cov_118.067291_13	COG0051	1.46e-47	0.5644	0.5481	0.9712	0.9806
NODE_35_length_35877_cov_118.067291_38	COG0099	2.73e-51	0.5804	0.5372	0.9256	0.918
NODE_44_length_30134_cov_98.500615_2	COG0614	5.61e-24	0.2091	0.1881	0.8997	0.7613
NODE_45_length_29892_cov_79.173470_6	COG0533	2.41e-161	0.4749	0.4708	0.9912	0.9603
NODE_57_length_26396_cov_76.010069_12	COG0741	1.11e-13	0.2812	0.152	0.5405	0.3791
NODE_59_length_25699_cov_33.101163_15	COG1343	5.41e-11	0.299	0.3258	1.09	1.066
NODE_61_length_25471_cov_92.689415_18	COG1489	5.8e-77	0.3991	0.3957	0.9915	0.9873
NODE_69_length_24033_cov_113.446443_8	COG0817	1.19e-44	0.4145	0.3937	0.95	0.8172
NODE_70_length_23870_cov_69.754760_16	COG0317	0	0.375	0.3894	1.039	0.9932
NODE_84_length_20016_cov_85.482572_12	COG0673	3.36e-18	0.2839	0.1287	0.4532	0.7277
NODE_97_length_17181_cov_75.643534_4	COG0015	1.45e-111	0.3038	0.3128	1.03	1.007
NODE_111_length_15209_cov_86.841396_8	COG1196	1.73e-14	0.2243	0.05245	0.2339	0.2464
NODE_120_length_13670_cov_62.187449_4	COG0719	5.2e-173	0.434	0.4709	1.085	0.9255
NODE_245_length_4379_cov_5.281729_2	COG1106	7.46e-20	0.1839	0.2156	1.173	1.002
NODE_251_length_4111_cov_11.773922_3	COG1116	1.77e-135	0.5323	0.5323	1	0.9358
NODE_3_length_156794_cov_85.676493_42	COG0530	4.47e-62	0.3968	0.3844	0.9688	0.9337
NODE_4_length_156707_cov_15.332159_122	COG0474	1.12e-127	0.2686	0.2475	0.9215	0.9791
NODE_6_length_125980_cov_87.281550_5	COG4090	8.74e-44	0.4145	0.4091	0.987	0.962
NODE_6_length_125980_cov_87.281550_17	COG4055	2.08e-49	0.4744	0.4485	0.9455	1.061
NODE_6_length_125980_cov_87.281550_70	COG1287	7.69e-11	0.1654	0.08538	0.5162	0.7375
NODE_6_length_125980_cov_87.281550_125	COG2235	8.81e-61	0.2193	0.2445	1.115	1.053
NODE_7_length_116193_cov_15.825812_94	COG0294	2.02e-64	0.4458	0.4051	0.9088	0.9651
NODE_8_length_112668_cov_91.537734_63	COG1720	7.29e-57	0.4286	0.4231	0.9872	0.939
NODE_9_length_111157_cov_16.817258_41	COG1889	2.44e-93	0.4906	0.4545	0.9264	0.9727
NODE_10_length_107865_cov_90.702212_75	COG1719	7.78e-27	0.2822	0.2911	1.032	0.5821
NODE_10_length_107865_cov_90.702212_102	COG0235	1.32e-50	0.4036	0.3059	0.758	0.9274
NODE_12_length_102272_cov_16.001243_51	COG3958	2.44e-150	0.5852	0.5833	0.9968	0.9904
NODE_15_length_61306_cov_84.763935_13	COG1433	5.17e-16	0.3426	0.3058	0.8926	0.931
NODE_18_length_57661_cov_83.486854_21	COG1014	3.07e-39	0.301	0.2906	0.9655	0.9899
NODE_30_length_38810_cov_89.773191_28	COG4660	2.06e-76	0.5124	0.4859	0.9481	1.047
NODE_33_length_36654_cov_88.376657_28	COG2885	1.38e-39	0.3656	0.3579	0.9789	0.3654
NODE_47_length_29760_cov_14.955867_5	COG2033	3.24e-34	0.439	0.4286	0.9762	0.9609
NODE_48_length_29403_cov_87.015549_5	COG1559	2.86e-67	0.3344	0.3187	0.9532	0.9235
NODE_48_length_29403_cov_87.015549_6	COG3876	3.08e-93	0.3379	0.3619	1.071	1.063
NODE_50_length_29069_cov_79.463473_16	COG0463	1.29e-28	0.2399	0.244	1.017	0.9164
NODE_52_length_28942_cov_86.086333_20	COG2064	1.32e-23	0.2456	0.2187	0.8906	0.7143
NODE_63_length_24989_cov_17.225112_3	COG0293	9.57e-87	0.505	0.4927	0.9756	0.8772
NODE_72_length_23540_cov_89.391126_3	COG0327	2.33e-58	0.2155	0.312	1.448	0.9918
NODE_72_length_23540_cov_89.391126_8	COG2987	0	0.3777	0.4046	1.071	0.8957
NODE_74_length_23217_cov_90.457260_18	COG0051	1.24e-44	0.3981	0.3942	0.9904	1
NODE_75_length_23096_cov_79.401103_3	COG1063	1.42e-70	0.3287	0.3371	1.026	0.9523
NODE_77_length_22302_cov_86.782542_16	COG0611	8.69e-92	0.3642	0.3849	1.057	0.9795
NODE_86_length_19578_cov_79.157889_4	COG1136	4.37e-119	0.5575	0.5575	1	0.9576
NODE_87_length_19394_cov_15.324377_3	COG3830	1.14e-27	0.4444	0.4444	1	0.989
NODE_90_length_18646_cov_86.237923_3	COG2815	5.4e-19	0.2601	0.1914	0.736	0.7716
NODE_118_length_14003_cov_100.052061_4	COG2171	4.24e-72	0.3922	0.4096	1.044	1.04
NODE_141_length_10909_cov_8.541544_8	COG0535	9.26e-17	0.2564	0.1441	0.562	0.4353
NODE_172_length_7716_cov_91.486189_1	COG0576	9.86e-40	0.3497	0.3316	0.9482	0.9839
NODE_220_length_5361_cov_78.193036_2	COG0591	3.42e-24	0.2013	0.1947	0.9675	0.9876
NODE_307_length_2893_cov_34.807528_1	COG2885	1.69e-35	0.4891	0.2368	0.4842	0.9583
NODE_2_length_162612_cov_78.117187_59	COG1608	9.03e-78	0.4368	0.4524	1.036	0.9886
NODE_2_length_162612_cov_78.117187_81	COG1841	5.1e-20	0.3455	0.3455	1	0.3618
NODE_3_length_156794_cov_85.676493_39	COG4076	1.63e-70	0.3684	0.3611	0.9802	0.9802
NODE_3_length_156794_cov_85.676493_159	COG4035	2.09e-17	0.4348	0.3704	0.8519	0.8519
NODE_5_length_138743_cov_15.678321_133	COG0473	7.69e-53	0.313	0.3103	0.9914	1.039
NODE_6_length_125980_cov_87.281550_69	COG5016	0	0.6525	0.6483	0.9936	0.8199
NODE_7_length_116193_cov_15.825812_16	COG1945	1.05e-31	0.35	0.3436	0.9816	1.013
NODE_9_length_111157_cov_16.817258_68	COG1351	7.71e-58	0.3842	0.2857	0.7436	0.9227
NODE_10_length_107865_cov_90.702212_8	COG2047	8.06e-120	0.5444	0.5465	1.004	1.004
NODE_11_length_105680_cov_79.303012_61	COG0382	1.98e-31	0.2473	0.2353	0.9516	0.9821
NODE_12_length_102272_cov_16.001243_108	COG2125	1.96e-47	0.525	0.525	1	0.8955
NODE_14_length_68432_cov_66.540765_40	COG1216	9.57e-34	0.3014	0.2066	0.6852	0.6656
NODE_16_length_61116_cov_84.262029_45	COG1646	1.98e-105	0.5265	0.5375	1.021	1.004
NODE_18_length_57661_cov_83.486854_4	COG2018	4.75e-42	0.5625	0.5294	0.9412	0.9655
NODE_21_length_49183_cov_77.902150_23	COG1022	6.59e-108	0.2992	0.2904	0.9706	1.1
NODE_30_length_38810_cov_89.773191_32	COG1595	2.34e-44	0.3464	0.3407	0.9835	0.904
NODE_37_length_34206_cov_14.013595_6	COG0221	8.64e-61	0.5125	0.4795	0.9357	0.8939
NODE_47_length_29760_cov_14.955867_24	COG0165	0	0.5419	0.5359	0.9891	0.9419
NODE_48_length_29403_cov_87.015549_18	COG4992	4.52e-176	0.4015	0.4035	1.005	0.9854
NODE_49_length_29195_cov_16.573116_25	COG1527	1.23e-52	0.3064	0.3064	1	0.9802
NODE_52_length_28942_cov_86.086333_18	COG1122	4.14e-113	0.5513	0.5489	0.9957	0.7245
NODE_58_length_26015_cov_21.986930_5	COG1111	5.78e-12	0.2797	0.06089	0.2177	0.1074
NODE_66_length_24400_cov_88.322904_17	COG1463	2.01e-22	0.2031	0.1838	0.9053	0.7035
NODE_67_length_24356_cov_78.907986_13	COG1900	0	0.5753	0.5863	1.019	0.7308
NODE_80_length_21122_cov_73.829936_19	COG1148	6.71e-83	0.3268	0.2138	0.6543	1.19
NODE_82_length_20708_cov_87.430178_2	COG1428	4.09e-66	0.4058	0.3889	0.9583	1.01
NODE_87_length_19394_cov_15.324377_10	COG1488	1.69e-88	0.3333	0.3506	1.052	1.068
NODE_98_length_17144_cov_108.543857_12	COG0343	0	0.5313	0.5242	0.9866	0.9735
NODE_100_length_16440_cov_72.171362_1	COG0254	6.07e-27	0.4302	0.4933	1.147	0.9451
NODE_107_length_15495_cov_82.436373_7	COG1280	2.95e-15	0.2211	0.2211	1	0.9765
NODE_117_length_14156_cov_88.379643_5	COG4232	1.3e-41	0.2737	0.1828	0.6678	0.5663
NODE_118_length_14003_cov_100.052061_1	COG2890	2.38e-64	0.3556	0.3607	1.014	0.9827
NODE_122_length_13567_cov_86.434618_5	COG1792	1.2e-28	0.2318	0.2359	1.018	1.062
NODE_126_length_13091_cov_95.183879_14	COG1131	3.95e-98	0.4216	0.4403	1.044	1
NODE_144_length_10623_cov_104.355964_1	COG3291	6.73e-21	0.329	0.2525	0.7677	0.6247
NODE_160_length_9094_cov_80.093823_2	COG0664	7.84e-45	0.3223	0.3178	0.986	0.8941
NODE_163_length_8789_cov_78.875344_6	COG0192	0	0.5511	0.5979	1.085	0.9976
NODE_183_length_7234_cov_77.509292_7	COG0228	9.81e-33	0.5867	0.5058	0.8621	0.4032
NODE_191_length_6886_cov_7.494933_1	COG0790	4.17e-18	0.2522	0.1952	0.774	0.5045
NODE_299_length_3025_cov_105.940299_1	COG1149	5.27e-84	0.3782	0.3662	0.9683	0.9259
NODE_675_length_389_cov_14.576923_1	COG2885	1.41e-35	0.5217	0.2526	0.4842	0.9583
NODE_2_length_162612_cov_78.117187_18	COG2089	3.48e-103	0.3728	0.3718	0.9971	0.9505
NODE_2_length_162612_cov_78.117187_151	COG0558	5.2e-11	0.1893	0.1667	0.8802	0.9883
NODE_2_length_162612_cov_78.117187_154	COG1668	7.21e-18	0.1917	0.2039	1.064	1.029
NODE_2_length_162612_cov_78.117187_158	COG1798	9.72e-120	0.5594	0.5615	1.004	0.9886
NODE_3_length_156794_cov_85.676493_47	COG1492	0	0.4605	0.4794	1.041	0.9961
NODE_5_length_138743_cov_15.678321_103	COG1407	8.02e-51	0.3889	0.3872	0.9957	0.9286
NODE_6_length_125980_cov_87.281550_107	COG1269	4.53e-148	0.3196	0.3288	1.029	1.013
NODE_8_length_112668_cov_91.537734_76	COG0392	6.41e-13	0.1939	0.1957	1.009	0.9789
NODE_10_length_107865_cov_90.702212_45	COG0463	1.31e-21	0.1959	0.1993	1.017	0.5175
NODE_11_length_105680_cov_79.303012_85	COG2226	7.26e-26	0.4299	0.1933	0.4496	0.4147
NODE_13_length_68512_cov_85.489369_74	COG0157	6.64e-124	0.4982	0.4929	0.9893	0.9893
NODE_14_length_68432_cov_66.540765_8	COG1793	7.13e-62	0.2783	0.1937	0.6959	1.044
NODE_16_length_61116_cov_84.262029_4	COG3874	1.35e-15	0.3	0.2826	0.942	0.9286
NODE_17_length_60787_cov_93.076972_6	COG1521	1.64e-39	0.3095	0.3108	1.004	1.033
NODE_27_length_41000_cov_82.492266_5	COG0184	6.21e-31	0.33	0.3708	1.124	0.7463
NODE_39_length_31805_cov_92.274300_24	COG0663	5.45e-18	0.2609	0.2386	0.9148	0.8385
NODE_43_length_30340_cov_108.852394_16	COG0451	2.99e-78	0.3578	0.3726	1.041	1.041
NODE_44_length_30134_cov_98.500615_17	COG0504	0	0.5925	0.5947	1.004	0.9907
NODE_49_length_29195_cov_16.573116_14	COG1474	1.97e-106	0.4	0.4153	1.038	0.9223
NODE_64_length_24987_cov_69.371618_19	COG2885	7.82e-39	0.3118	0.3053	0.9789	0.1699
NODE_73_length_23363_cov_83.367216_6	COG0472	2.97e-31	0.2771	0.2884	1.041	0.9405
NODE_91_length_18299_cov_90.055921_13	COG2885	1.46e-36	0.2889	0.2737	0.9474	0.5573
NODE_95_length_17589_cov_99.665315_8	COG2255	0	0.6228	0.6265	1.006	0.9766
NODE_103_length_15960_cov_11.121514_7	COG1061	1.36e-57	0.22	0.224	1.018	0.6148
NODE_110_length_15222_cov_93.632684_8	COG1668	4.52e-36	0.2148	0.2432	1.133	0.9978
NODE_111_length_15209_cov_86.841396_7	COG4942	1.91e-30	0.2428	0.2405	0.9905	1.043
NODE_140_length_11264_cov_15.934746_7	COG0081	5.59e-58	0.3876	0.3553	0.9167	0.9812
NODE_140_length_11264_cov_15.934746_15	COG0524	1.26e-49	0.2715	0.2637	0.9711	0.9869
NODE_166_length_8476_cov_30.481962_3	COG0463	1.41e-19	0.2087	0.165	0.7904	0.8456
NODE_190_length_6921_cov_84.643922_1	COG1373	4.27e-46	0.2825	0.2513	0.8894	0.939
NODE_209_length_5801_cov_110.337526_5	COG1774	3.14e-45	0.3419	0.3019	0.883	0.6031
NODE_218_length_5389_cov_14.184676_2	COG1032	7.01e-49	0.2199	0.2122	0.9653	0.9813
NODE_219_length_5368_cov_89.483273_1	COG1038	2.45e-24	0.4588	0.03394	0.07398	0.9341
NODE_225_length_5172_cov_108.667321_1	COG2812	1.8e-134	0.3672	0.3301	0.899	0.7541
NODE_320_length_2706_cov_42.436288_1	COG1195	2.97e-19	0.4091	0.07438	0.1818	0.9706
NODE_685_length_380_cov_1.920792_1	COG1951	2.87e-30	0.3878	0.1279	0.33	1.021
NODE_1_length_174676_cov_75.610868_59	COG1078	1.1e-113	0.4064	0.3919	0.9644	1.049
NODE_1_length_174676_cov_75.610868_66	COG1139	1.26e-127	0.363	0.3203	0.8824	0.9854
NODE_2_length_162612_cov_78.117187_33	COG0562	0	0.5301	0.5187	0.9786	1.005
NODE_2_length_162612_cov_78.117187_79	COG0201	3.03e-96	0.282	0.3028	1.073	1.047
NODE_3_length_156794_cov_85.676493_38	COG0680	7.95e-28	0.32	0.3	0.9375	0.8772
NODE_4_length_156707_cov_15.332159_35	COG0001	0	0.4917	0.4792	0.9745	1
NODE_8_length_112668_cov_91.537734_17	COG0590	2.04e-35	0.4182	0.3026	0.7237	0.7237
NODE_8_length_112668_cov_91.537734_50	COG0555	1.44e-69	0.3708	0.3613	0.9745	1.011
NODE_10_length_107865_cov_90.702212_63	COG0046	0	0.4628	0.4603	0.9946	1.011
NODE_12_length_102272_cov_16.001243_3	COG0182	1.3e-158	0.5088	0.5029	0.9884	1.03
NODE_12_length_102272_cov_16.001243_33	COG0852	2.79e-33	0.3442	0.3011	0.875	0.9747
NODE_13_length_68512_cov_85.489369_14	COG1032	1.18e-72	0.28	0.2714	0.9694	0.9875
NODE_16_length_61116_cov_84.262029_10	COG1658	3.07e-20	0.3171	0.3071	0.9685	0.8367
NODE_20_length_53612_cov_15.351191_6	COG0036	2.77e-108	0.5608	0.5455	0.9727	0.9727
NODE_22_length_46028_cov_91.703641_16	COG1591	3.38e-52	0.4889	0.4818	0.9854	0.9643
NODE_22_length_46028_cov_91.703641_29	COG0517	8.17e-20	0.3276	0.3248	0.9915	0.4143
NODE_23_length_45256_cov_14.588791_12	COG0717	8.2e-41	0.3483	0.3388	0.9727	1.085
NODE_24_length_43940_cov_88.632788_11	COG0653	0	0.396	0.5256	1.327	0.9982
NODE_39_length_31805_cov_92.274300_16	COG0323	8.66e-164	0.3275	0.3244	0.9906	1.031
NODE_40_length_31484_cov_80.441940_4	COG0512	5.37e-96	0.5368	0.534	0.9948	0.9896
NODE_51_length_28954_cov_87.297607_4	COG0608	4.84e-128	0.393	0.389	0.9898	0.8497
NODE_51_length_28954_cov_87.297607_12	COG2109	9.96e-70	0.4483	0.3939	0.8788	0.9721
NODE_51_length_28954_cov_87.297607_15	COG0438	3.35e-16	0.1844	0.1864	1.01	1.226
NODE_51_length_28954_cov_87.297607_16	COG3250	1.44e-86	0.1921	0.1621	0.8441	0.793
NODE_63_length_24989_cov_17.225112_14	COG2522	2.89e-21	0.2931	0.2857	0.9748	0.8657
NODE_65_length_24649_cov_13.471268_18	COG1541	0	0.5463	0.5388	0.9863	0.9977
NODE_66_length_24400_cov_88.322904_4	COG0187	0	0.6192	0.6299	1.017	0.9656
NODE_75_length_23096_cov_79.401103_17	COG2814	2.32e-14	0.2818	0.1294	0.4594	0.3352
NODE_86_length_19578_cov_79.157889_13	COG0863	7.68e-19	0.2143	0.2285	1.066	0.9122
NODE_96_length_17432_cov_100.036070_13	COG2025	7.09e-97	0.3863	0.3962	1.026	0.9938
NODE_98_length_17144_cov_108.543857_4	COG0799	6.44e-36	0.4054	0.3913	0.9652	0.9098
NODE_110_length_15222_cov_93.632684_11	COG0793	1e-13	0.2789	0.1429	0.5123	0.6082
NODE_112_length_15182_cov_64.197881_8	COG0438	4.25e-46	0.2573	0.2756	1.071	1.023
NODE_140_length_11264_cov_15.934746_16	COG1936	1.86e-52	0.4773	0.4667	0.9778	0.8585
NODE_145_length_10581_cov_84.191927_11	COG1280	2.29e-20	0.201	0.1971	0.9808	0.9577
NODE_154_length_9787_cov_53.755304_5	COG0011	6.45e-16	0.297	0.3	1.01	0.9806
NODE_173_length_7675_cov_110.411687_1	COG0336	6.24e-116	0.4868	0.4625	0.95	1
NODE_211_length_5659_cov_92.067359_2	COG3263	1.02e-117	0.4218	0.3571	0.8467	0.9567
NODE_219_length_5368_cov_89.483273_5	COG0324	2.89e-105	0.3875	0.3636	0.9383	0.9444
NODE_232_length_4874_cov_7.943923_1	COG0115	4.25e-73	0.3607	0.3556	0.9859	0.9689
NODE_2_length_162612_cov_78.117187_50	COG2043	1.16e-17	0.2222	0.211	0.9494	0.9574
NODE_2_length_162612_cov_78.117187_78	COG2019	4.95e-82	0.5622	0.5503	0.9788	1
NODE_2_length_162612_cov_78.117187_103	COG2106	1.62e-88	0.4432	0.4448	1.004	1.007
NODE_3_length_156794_cov_85.676493_170	COG0301	5.23e-138	0.3984	0.3995	1.003	0.9922
NODE_4_length_156707_cov_15.332159_6	COG1697	1.05e-156	0.4875	0.4944	1.014	0.9918
NODE_4_length_156707_cov_15.332159_57	COG1797	2.42e-158	0.408	0.408	1	1.009
NODE_4_length_156707_cov_15.332159_111	COG1067	4.67e-128	0.3763	0.2705	0.7187	0.9172
NODE_5_length_138743_cov_15.678321_46	COG5256	0	0.5948	0.5935	0.9977	1.014
NODE_5_length_138743_cov_15.678321_72	COG0644	7.12e-82	0.3081	0.3081	1	0.9635
NODE_5_length_138743_cov_15.678321_100	COG0078	3.32e-153	0.4837	0.4774	0.9871	1.003
NODE_8_length_112668_cov_91.537734_19	COG1933	4.26e-136	0.5375	0.5375	1	0.2325
NODE_9_length_111157_cov_16.817258_43	COG0184	1.32e-24	0.3333	0.3708	1.112	0.6513
NODE_9_length_111157_cov_16.817258_98	COG4800	2.59e-39	0.3576	0.3471	0.9706	0.9649
NODE_11_length_105680_cov_79.303012_4	COG0005	2.81e-92	0.4683	0.4237	0.9046	0.8977
NODE_12_length_102272_cov_16.001243_72	COG0075	9.56e-84	0.3746	0.3316	0.8851	1.021
NODE_12_length_102272_cov_16.001243_80	COG3612	2.75e-18	0.2975	0.2994	1.006	1
NODE_19_length_54512_cov_14.152824_15	COG1117	1.37e-171	0.6423	0.6245	0.9723	0.9535
NODE_22_length_46028_cov_91.703641_41	COG1707	1.16e-85	0.6193	0.6193	1	0.9909
NODE_29_length_39564_cov_89.439512_1	COG4232	2.47e-23	0.2993	0.07733	0.2583	1.05
NODE_34_length_36600_cov_71.846864_23	COG2027	1.78e-64	0.2553	0.2574	1.009	0.9854
NODE_53_length_28243_cov_80.347582_25	COG0061	6.66e-94	0.4043	0.4057	1.004	1.007
NODE_56_length_26632_cov_79.162493_18	COG1094	2.16e-77	0.5503	0.5361	0.9742	0.9844
NODE_64_length_24987_cov_69.371618_9	COG3943	2.73e-15	0.4348	0.09118	0.2097	0.5948
NODE_66_length_24400_cov_88.322904_18	COG0860	9.32e-56	0.3509	0.3463	0.987	0.5266
NODE_68_length_24288_cov_91.633266_14	COG1057	5.08e-57	0.3602	0.3401	0.9442	0.9394
NODE_69_length_24033_cov_113.446443_5	COG0209	3.09e-77	0.2388	0.2535	1.061	0.8035
NODE_74_length_23217_cov_90.457260_16	COG0480	0	0.3636	0.396	1.089	1.038
NODE_81_length_20764_cov_83.266593_13	COG2810	7.25e-26	0.3376	0.1866	0.5528	0.8771
NODE_100_length_16440_cov_72.171362_5	COG0142	5.98e-74	0.319	0.323	1.012	1.009
NODE_101_length_16387_cov_16.036787_17	COG0519	2.49e-179	0.6006	0.6064	1.01	1.013
NODE_116_length_14577_cov_97.124414_7	COG0436	1.74e-121	0.3634	0.369	1.015	1
NODE_156_length_9517_cov_83.913242_2	COG0586	2.38e-13	0.246	0.2212	0.899	0.8779
NODE_169_length_8072_cov_7.152095_9	COG3774	1.74e-17	0.2483	0.1037	0.4179	0.7073
NODE_222_length_5281_cov_96.693889_3	COG1063	5.78e-96	0.3324	0.3371	1.014	1.038
NODE_257_length_3960_cov_26.238218_3	COG0399	6.25e-145	0.379	0.385	1.016	1.008
